task_code,cutting_best_response,cutting_second_response,maintenance_name_response,process_name_response,quality_name_response,date_response,decision_score,score_rel_opt_cc
T2,Medium Capacity Cutting Machine 3,Medium Capacity Cutting Machine 1,,,,,0.4966508465607928,0.0
T2,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 1,,,,,0.4018664182519328,0.0
T2,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 1,,,,,0.3152367705779722,0.0
T2,Medium Capacity Cutting Machine 2,Medium Capacity Cutting Machine 1,,,,,0.3071862976541194,0.0
T2,Medium Capacity Cutting Machine 1,Medium Capacity Cutting Machine 3,,,,,0.2133814604049026,0.0
T2,Large Capacity Cutting Machine 1,Medium Capacity Cutting Machine 1,,,,,0.1765786559534389,0.0
T2,Medium Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,,,,0.1501918415323293,0.0
T2,Medium Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,,,,0.0924387430830221,0.0
T2,Medium Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,,,,,0.087071761133787,0.0
T2,Medium Capacity Cutting Machine 1,Large Capacity Cutting Machine 1,,,,,0.0,0.0
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Laser Cutter,,1.0,1.0
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Riveting Machine,,1.0,1.0
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Riveting Machine,,1.0,1.0
T3,,,Riveting Machine,Laser Cutter,Low Capacity Cutting Machine 1,,1.0,1.0
T3,,,Laser Cutter,Riveting Machine,Low Capacity Cutting Machine 1,,1.0,1.0
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Laser Cutter,,1.0,1.0
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.8999999999999999,0.8188435767720526
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Riveting Machine,,0.8999999999999999,0.8188435767720526
T3,,,Laser Cutter,Assembly Machine 3,Riveting Machine,,0.8999999999999999,0.8188435767720526
T3,,,Laser Cutter,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.8999999999999999,0.8188435767720526
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Riveting Machine,,0.8999999999999999,0.8188435767720526
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Laser Cutter,,0.8999999999999999,0.8188435767720526
T3,,,Riveting Machine,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.8999999999999999,0.8188435767720526
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 3,Laser Cutter,,0.8999999999999999,0.8188435767720526
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Laser Cutter,,0.8999999999999999,0.8188435767720526
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.8999999999999999,0.8188435767720526
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 3,Riveting Machine,,0.8999999999999999,0.8188435767720526
T3,,,Riveting Machine,Assembly Machine 3,Laser Cutter,,0.8999999999999999,0.8188435767720526
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Riveting Machine,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Riveting Machine,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Riveting Machine,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Laser Cutter,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Laser Cutter,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Low Capacity Cutting Machine 1,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Laser Cutter,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Riveting Machine,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Laser Cutter,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Riveting Machine,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Low Capacity Cutting Machine 1,Riveting Machine,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Laser Cutter,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Assembly Machine 3,Riveting Machine,Laser Cutter,,0.8928571428571428,0.8059038322557707
T3,,,Testing Machine 2,Laser Cutter,Low Capacity Cutting Machine 1,,0.8928571428571428,0.8059038322557707
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Riveting Machine,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Riveting Machine,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Riveting Machine,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Laser Cutter,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Laser Cutter,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Laser Cutter,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Assembly Machine 3,,0.8846153846153846,0.7909733578139069
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Large Capacity Cutting Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Testing Machine 2,,0.8846153846153846,0.7909733578139069
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 2,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Assembly Machine 3,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Assembly Machine 3,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Large Capacity Cutting Machine 2,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Assembly Machine 3,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Large Capacity Cutting Machine 2,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 3,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 3,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 2,Riveting Machine,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Assembly Machine 3,Laser Cutter,,0.8428571428571429,0.715325620641797
T3,,,Testing Machine 2,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.8428571428571429,0.715325620641797
T3,,,Laser Cutter,Assembly Machine 3,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Laser Cutter,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 3,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Riveting Machine,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.8346153846153845,0.7003951461999331
T3,,,Riveting Machine,Assembly Machine 3,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.8346153846153845,0.7003951461999331
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.8346153846153845,0.7003951461999331
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Testing Machine 2,,0.8346153846153845,0.7003951461999331
T3,,,Low Capacity Cutting Machine 1,Testing Machine 3,Laser Cutter,,0.8333333333333335,0.6980726279534214
T3,,,Low Capacity Cutting Machine 1,Testing Machine 3,Riveting Machine,,0.8333333333333335,0.6980726279534214
T3,,,Riveting Machine,Testing Machine 3,Laser Cutter,,0.8333333333333335,0.6980726279534214
T3,,,Riveting Machine,Testing Machine 3,Low Capacity Cutting Machine 1,,0.8333333333333335,0.6980726279534214
T3,,,Laser Cutter,Testing Machine 3,Riveting Machine,,0.8333333333333335,0.6980726279534214
T3,,,Laser Cutter,Testing Machine 3,Low Capacity Cutting Machine 1,,0.8333333333333335,0.6980726279534214
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Riveting Machine,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Laser Cutter,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Laser Cutter,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Low Capacity Cutting Machine 1,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Riveting Machine,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Riveting Machine,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Laser Welding Machine 2,Laser Cutter,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Laser Cutter,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Laser Cutter,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Riveting Machine,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Riveting Machine,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Laser Cutter,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Laser Cutter,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Riveting Machine,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Assembly Machine 3,Riveting Machine,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Testing Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.831043956043956,0.6939252739417922
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.831043956043956,0.6939252739417922
T3,,,Laser Cutter,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.8,0.6376871535441054
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Riveting Machine,,0.8,0.6376871535441054
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Laser Cutter,,0.8,0.6376871535441054
T3,,,Laser Cutter,Laser Welding Machine 1,Riveting Machine,,0.8,0.6376871535441054
T3,,,Riveting Machine,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.8,0.6376871535441054
T3,,,Riveting Machine,Laser Welding Machine 1,Laser Cutter,,0.8,0.6376871535441054
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.781043956043956,0.6033470623278185
T3,,,Laser Welding Machine 2,Assembly Machine 3,Testing Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 2,Testing Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 3,Testing Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Laser Welding Machine 2,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Testing Machine 2,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Testing Machine 2,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.781043956043956,0.6033470623278185
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Testing Machine 2,,0.781043956043956,0.6033470623278185
T3,,,Assembly Machine 3,Testing Machine 3,Laser Cutter,,0.7797619047619049,0.6010245440813067
T3,,,Large Capacity Cutting Machine 2,Testing Machine 3,Laser Cutter,,0.7797619047619049,0.6010245440813067
T3,,,Large Capacity Cutting Machine 2,Testing Machine 3,Low Capacity Cutting Machine 1,,0.7797619047619049,0.6010245440813067
T3,,,Assembly Machine 3,Testing Machine 3,Riveting Machine,,0.7797619047619049,0.6010245440813067
T3,,,Assembly Machine 3,Testing Machine 3,Low Capacity Cutting Machine 1,,0.7797619047619049,0.6010245440813067
T3,,,Large Capacity Cutting Machine 2,Testing Machine 3,Riveting Machine,,0.7797619047619049,0.6010245440813067
T3,,,Laser Welding Machine 2,Testing Machine 3,Low Capacity Cutting Machine 1,,0.7797619047619049,0.6010245440813067
T3,,,Laser Welding Machine 2,Testing Machine 3,Riveting Machine,,0.7797619047619049,0.6010245440813067
T3,,,Laser Welding Machine 2,Testing Machine 3,Laser Cutter,,0.7797619047619049,0.6010245440813067
T3,,,Low Capacity Cutting Machine 1,Testing Machine 3,Assembly Machine 3,,0.7756410256410258,0.5935593068603748
T3,,,Low Capacity Cutting Machine 1,Testing Machine 3,Large Capacity Cutting Machine 2,,0.7756410256410258,0.5935593068603748
T3,,,Riveting Machine,Testing Machine 3,Large Capacity Cutting Machine 2,,0.7756410256410258,0.5935593068603748
T3,,,Riveting Machine,Testing Machine 3,Assembly Machine 3,,0.7756410256410258,0.5935593068603748
T3,,,Laser Cutter,Testing Machine 3,Assembly Machine 3,,0.7756410256410258,0.5935593068603748
T3,,,Laser Cutter,Testing Machine 3,Large Capacity Cutting Machine 2,,0.7756410256410258,0.5935593068603748
T3,,,Laser Cutter,Riveting Machine,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Riveting Machine,Laser Cutter,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Medium Capacity Cutting Machine 2,,0.7692307692307692,0.5819467156278137
T3,,,Laser Cutter,Medium Capacity Cutting Machine 2,Riveting Machine,,0.7666666666666666,0.5773016791347895
T3,,,Laser Cutter,Medium Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.7666666666666666,0.5773016791347895
T3,,,Riveting Machine,Medium Capacity Cutting Machine 2,Laser Cutter,,0.7666666666666666,0.5773016791347895
T3,,,Riveting Machine,Medium Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.7666666666666666,0.5773016791347895
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Riveting Machine,,0.7666666666666666,0.5773016791347895
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Laser Cutter,,0.7666666666666666,0.5773016791347895
T3,,,Medium Capacity Cutting Machine 3,Low Capacity Cutting Machine 1,Riveting Machine,,0.75,0.5471089419301316
T3,,,Medium Capacity Cutting Machine 3,Riveting Machine,Low Capacity Cutting Machine 1,,0.75,0.5471089419301316
T3,,,Medium Capacity Cutting Machine 3,Laser Cutter,Low Capacity Cutting Machine 1,,0.75,0.5471089419301316
T3,,,Medium Capacity Cutting Machine 3,Low Capacity Cutting Machine 1,Laser Cutter,,0.75,0.5471089419301316
T3,,,Medium Capacity Cutting Machine 3,Laser Cutter,Riveting Machine,,0.75,0.5471089419301316
T3,,,Medium Capacity Cutting Machine 3,Riveting Machine,Laser Cutter,,0.75,0.5471089419301316
T3,,,Testing Machine 2,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.7464285714285714,0.5406390696719907
T3,,,Testing Machine 2,Laser Welding Machine 1,Riveting Machine,,0.7464285714285714,0.5406390696719907
T3,,,Testing Machine 2,Laser Welding Machine 1,Laser Cutter,,0.7464285714285714,0.5406390696719907
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 1,Riveting Machine,,0.7464285714285714,0.5406390696719907
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.7464285714285714,0.5406390696719907
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 1,Laser Cutter,,0.7464285714285714,0.5406390696719907
T3,,,Assembly Machine 3,Laser Welding Machine 1,Riveting Machine,,0.7464285714285714,0.5406390696719907
T3,,,Assembly Machine 3,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.7464285714285714,0.5406390696719907
T3,,,Assembly Machine 3,Laser Welding Machine 1,Laser Cutter,,0.7464285714285714,0.5406390696719907
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Large Capacity Cutting Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Riveting Machine,Laser Welding Machine 1,Testing Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Laser Cutter,Laser Welding Machine 1,Large Capacity Cutting Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Laser Cutter,Laser Welding Machine 1,Assembly Machine 3,,0.7423076923076923,0.5331738324510588
T3,,,Riveting Machine,Laser Welding Machine 1,Large Capacity Cutting Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Riveting Machine,Laser Welding Machine 1,Assembly Machine 3,,0.7423076923076923,0.5331738324510588
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Assembly Machine 3,,0.7423076923076923,0.5331738324510588
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Testing Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Laser Cutter,Laser Welding Machine 1,Testing Machine 2,,0.7423076923076923,0.5331738324510588
T3,,,Laser Cutter,Testing Machine 2,Riveting Machine,,0.7333333333333334,0.5169162047254738
T3,,,Riveting Machine,Testing Machine 2,Low Capacity Cutting Machine 1,,0.7333333333333334,0.5169162047254738
T3,,,Laser Cutter,Testing Machine 2,Low Capacity Cutting Machine 1,,0.7333333333333334,0.5169162047254738
T3,,,Low Capacity Cutting Machine 1,Testing Machine 2,Laser Cutter,,0.7333333333333334,0.5169162047254738
T3,,,Low Capacity Cutting Machine 1,Testing Machine 2,Riveting Machine,,0.7333333333333334,0.5169162047254738
T3,,,Riveting Machine,Testing Machine 2,Laser Cutter,,0.7333333333333334,0.5169162047254738
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Laser Welding Machine 2,,0.7307692307692308,0.5122711682324496
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Laser Welding Machine 2,,0.7307692307692308,0.5122711682324496
T3,,,Laser Cutter,Riveting Machine,Laser Welding Machine 2,,0.7307692307692308,0.5122711682324496
